Company Name	Ticker	Reporting Currency	Sector	DPS_FY1	DPS_FY2	DPS_FY3	EBITDA_FY1	EBITDA_FY2	EBITDA_FY3	EPS	Market_cap_million	Share Price	3yr TSR	EV/EBITDA	Sales_FY1	Sales_FY2	Sales_FY3	Net_Debt_FY1	Net_Debt_FY2	Net_Debt_FY3
Pearlrae Global	PEARS	ESD	Energy	0.946505855	#N/A	#N/A	398.5567658	#N/A	#N/A	4.566384949	 11,385 	451.4881704	-1.052894594	35.93466872	563.8836806	573.7256246	560.127857	#N/A	#N/A	-98.64769379
Bellatex PLC	BELLN	ESD	Consumer Discretionary	1.932574946	1.240635108	1.735467874	891.0961002	1337.480406	1254.69146	4.08746753	 24,652 	153.6838127	1.149242014	13.83308226	270.2274702	7059.163273	4469.185399	1255.399131	1074.403056	841.2520533
Norlindora Holdings	NORLQ	ESD	Energy	1.495803243	1.34200184	1.432280703	3421.073579	3427.112618	3025.367817	7.737035277	 27,521 	125.837756	-0.057250023	-1.150168821	21122.06024	25446.82827	5991.071669	12106.46031	11783.74757	6063.161472
Ardenova Holdings	ARDEX	ESD	Information Technology	0	0	0	698.4797112	848.9980397	1266.339706	3.283313618	 16,774 	72.02781723	1.104762851	26.9897842	2157.443846	3128.586113	3883.133661	2852.42728	704.2023279	1495.738496
Montreova Capital	MONTN	ESD	Financials	2.506133012	3.748601113	2.038209299	2677.99442	2561.639087	1996.880073	11.29224947	 14,071 	159.9243013	0.715650314	1.01159288	4177.2015	10647.52883	11567.97936	-1455.110498	-1086.889916	-557.5821013
Asterhum Ltd	ASTET	ESD	Financials	6.135526991	3.519109703	5.954458447	#N/A	3878.800042	4403.095213	60.29627157	 77,908 	181.2394807	0.427378209	#N/A	38996.52634	24440.93941	28018.91583	8783.315499	6064.407712	#N/A
Nipponra Systems	NIPPH	ESD	Consumer Discretionary	-0.028084414	0.670577824	0.691782172	2906.53735	593.0883833	2992.756448	2.275311579	 21,410 	45.88270118	2.566389258	11.47321501	14659.46503	13396.58563	12513.47256	1144.133553	1562.079545	221.8330721
Kenseiyang Holdings	KENSC	ESD	Consumer Discretionary	0	0	0	10162.41286	23184.88795	9127.764316	2.360117069	 2,292,885 	263.7587124	5.007655798	156.1542229	172614.7033	90893.02325	88353.68024	-30896.35351	-29836.81384	-9292.946431
Tiansung Axis Co	TIANB	ESD	Consumer Staples	1.689285264	2.071938782	1.665750847	4124.637764	2433.75349	1535.52209	4.170493864	 18,630 	57.41552076	1.998374222	8.41277833	27311.01298	45089.82144	70159.815	3557.145895	8709.586859	11889.55234
Ardenhalleus Vector Industries	ARDEC	ESD	Communication Services	0	0	0	535.4410988	873.7983705	636.3575864	0.949270528	 16,126 	51.95505104	3.542938371	22.81626649	2803.699863	1533.44779	1383.498325	-998.4830098	-468.3129366	-0.606351409
Montarisor SA	MONTT	ESD	Industrials	3.170338395	2.530573018	2.232624258	5027.68778	3574.19227	2043.371443	13.58889519	 71,115 	210.2569691	0.39820186	15.78010249	21636.00676	11758.81441	9130.59892	3113.837456	4768.780357	2488.164181
Loxhavon Holdings	LOXHO	ESD	Communication Services	0	0	0	318.1346076	332.051919	503.1882261	2.511299435	 47,801 	289.8742485	2.414155102	34.47144782	4903.135174	7050.544677	1752.287924	1581.714996	488.8490228	-2158.611749
Velorent Polaris Ltd	VELOY	ESD	Communication Services	1.965749963	1.876788062	1.367450768	71256.30589	45879.83699	35081.06774	2.857060032	 154,957 	16.54725962	-0.954647957	7.374576173	167300.5694	135422.5259	231233.4629	123380.6272	109733.6602	191431.0413
Celeror GmbH	CELEE	ESD	Information Technology	3.610285721	2.350792278	5.2091843	7381.970244	10933.51346	6615.566093	4.664649915	 152,716 	262.8941444	2.306011914	13.01895199	21658.44461	17339.64172	14935.57768	2232.299298	-332.2660469	-1743.25213
Pearlrim Jade Industries	PEARL	ESD	Industrials	0.042097948	0.087306922	0.088801203	1616.143881	1378.339259	1660.682215	5.285377571	 28,314 	123.4273454	0.862298732	5.77970231	15226.52283	15194.54634	17070.5601	442.5550201	2584.595342	1378.049366
Bharatdra Industries	BHAR	ESD	Information Technology	0	#N/A	0	439.0559291	826.9000072	418.1875299	10.90658046	 2,253 	319.7453853	1.634977172	52.02263961	2614.579706	2221.455889	2372.926571	829.7185116	907.3183	637.4525303
Novasia Capital	NOVA	ESD	Industrials	0	0	0	9779.552293	4500.962032	7399.072801	16.47384296	 31,295 	86.87792178	-0.060378007	3.337035208	40022.56282	78902.22364	16371.21151	21222.27789	30279.74168	29473.56461
Mekongseong Jade Corp	MEKOS	ESD	Industrials	0	0	0	8196.54	2283.81777	1583.251625	6.290131291	 118,187 	94.97329643	0.64441627	24.51623876	40594.51701	47552.78161	11875.70928	2776.815457	4928.94581	5700.338704
Zhongseong Co	ZHOND	ESD	Real Estate	2.676505702	1.173772189	1.550799061	904.6579246	548.1521084	1524.438046	0.634220432	 10,548 	58.22430272	-0.097710171	15.4738895	1490.519729	1450.191167	2822.314991	8405.277296	6584.638976	4155.208431
Hanseidus Vertex Systems	HANSS	ESD	Health Care		0.840243585	0.802444083	455.9413881	1134.53421	3167.924891	24.19488105	 12,432 	4.249380627	-0.611861093	11.96833013	17316.38285	15501.52015	2621.120466	5334.904533	4915.888552	2886.681173
Stradalos Holdings	STRAB	ESD	Consumer Discretionary	0	0	0	1699.083405	2055.606872	1293.318373	43.68896095	 24,376 	652.8982179	1.397423573	30.48352645	9289.707741	6257.013059	9794.071634	-116.3363678	-140.9400106	40.56354335
Celesonis Polaris Industries	CELEU	ESD	Health Care	4.188449163	2.547382789	5.412101922	#N/A	30498.56137	41604.09771	15.30893426	 318,166 	406.7527098	-0.146947432	9.074163546	627031.3547	309437.4692	405550.7805	33386.05405	39911.45607	18508.7689
Qingara Jade Corp	QING	ESD	Industrials	4.551927672	8.060308387	9.170853057	10091.04069	7332.164337	15324.39437	11.10655495	 9,282 	128.3883101	0.074815103	12.35818453	34027.58771	33541.55649	10927.7223	24150.25633	20594.16858	41875.42287
Bharatzhou Systems	BHARZ	ESD	Industrials	4.431765248	8.103324948	2.970827531	3067.408604	15571.43539	25962.2121	11.4330565	 106,267 	120.6114084	1.578522969	7.161276533	80402.91351	126589.7604	98319.62525	27518.21293	10176.69501	12185.33653
Oxbridgeor AG	OXBRO	ESD	Industrials	3.130683234	4.307384027	0	11044.25837	6601.704289	7397.925025	41.01349449	 73,576 	890.3613495	2.835757761	7.155523603	15698.14845	11008.07666	9984.660323	19519.33601	14443.04087	4608.413153
Kizunalong Technologies	KIZU	ESD	Financials	1.510400456	2.976387465	2.056891222	#N/A	#N/A	#N/A	4.138272034	 54,668 	12.68955954	2.243702873	#N/A	19373.94815	37002.43574	18108.27605	#N/A	#N/A	#N/A
Tianzhou Technologies	TIANT	ESD	Real Estate	0.910085993	1.441418204	1.591428549	3691.631779	3045.213746	3492.415898	2.635199401	 24,397 	19.53397118	0.098033562	7.262361587	2950.176836	2569.727611	1635.729533	9746.447957	19288.71813	3704.458584
Hikarilin Global	HIKAI	ESD	Energy	7.498867906	2.538949297	4.65573418	7212.201675	13434.6601	22925.20951	6.778811095	 45,966 	239.2488979	-0.001642112	12.23661053	109666.0846	65167.12998	99565.64478	3838.729049	8362.290481	12631.81397
Taeyangjing Systems	TAEYV	ESD	Industrials	0.271891954	0.077243598	#N/A	927.5121563	389.5911474	#N/A	3.259634747	 14,014 	66.93473105	#N/A	28.9961048	4417.419073	#N/A	#N/A	1898.475724	#N/A	#N/A
Minatoara Group	MINAC	ESD	Materials	0.684848862	1.917582463	1.774469664	1449.142216	3608.694785	1992.586757	3.408749927	 84,208 	146.4212729	0.363268989	9.628026163	5007.568315	8717.111703	5635.806755	3824.274101	1068.063385	3093.446758
Bharatkoku Corp	BHARC	ESD	Industrials	1.682707755	1.598185805	1.095191866	479.066907	1720.156475	1045.421669	3.186525857	 25,515 	377.7448685	2.570200214	22.57012387	-123.072789	-1246.507342	1886.220259	4349.930107	5533.349008	2753.488011
Novasor Polaris Industries	NOVAP	ESD	Information Technology	0	0	0	2030.534895	576.0211324	1181.974727	11.83462375	 20,326 	281.024324	0.320887306	9.062779592	1476.280018	2164.826622	1388.081352	1260.333485	613.3444673	558.5218675
Carvellis Holdings	CARVV	ESD	Health Care	0	0	0	3680.704096	3178.918748	7229.105453	16.85485151	 90,422 	124.973028	0.578595179	24.65603893	9398.285748	2426.375355	12597.95788	-14682.72608	-11635.18767	-9480.315631
Oxenor Group	OXEND	ESD	Utilities	0.599385895	0.82053711	0.916537009	6271.227762	2608.808298	3419.409104	8.66480667	 35,111 	181.6435836	1.832170442	18.03052863	14164.73877	21839.28128	16786.00302	18783.03355	18349.31623	12254.16316
Celerix GmbH	CELER	ESD	Health Care	0.427303702	0.315508882	0.544311262	4519.100247	6335.753907	4898.865953	1.385745359	 8,869 	15.36593136	1.423734186	7.436782538	22016.81145	28429.37083	19007.02861	13029.12211	19321.2813	22591.09271
Pearllin Capital	PEARW	ESD	Real Estate	2.737017958	2.118035492	2.266490995	578.5905619	2829.646784	1864.679048	0.052079106	 29,739 	94.92176845	3.098455321	9.830885338	5457.722975	3294.119495	4273.15329	21031.28659	10955.5829	15529.74189
Helvantora PLC	HELVP	ESD	Financials	1.837892516	2.715840134	3.467222411	37064.78639	31222.06325	28799.01324	12.96649987	 414,871 	645.817551	-0.045174208	17.20017901	47373.36547	17811.31189	15887.62576	7060.207669	1652.643537	3519.767875
Suzhoutronix Technologies	SUZHW	ESD	Communication Services	2.704320543	1.569877131	1.919748414	38943.24124	31127.65569	82399.9256	4.105873009	 289,423 	49.58684416	-0.65948161	9.688633762	164416.4824	228339.4507	155094.367	131132.5684	587.9715601	155057.7178
Loxbeus Group	LOXBV	ESD	Industrials	0.953205714	0.196714251	0.660389424	2053.237581	2103.082534	1211.765561	7.39254643	 47,807 	236.7674482	1.33441968	13.98940064	8646.492322	10490.36688	10685.56959	3608.739882	5235.994501	3130.779174
Velmont Solutions	VELM	ESD	Health Care	0	0	0	1065.060866	937.5829665	866.3832535	16.34165555	 21,323 	687.8719555	2.457880126	21.73808392	2692.599395	2765.354398	3589.444063	1677.657004	-57.68012909	894.3553804
Ferroen Ltd	FERRD	ESD	Communication Services	0	0	0	8560.087182	6951.113995	10168.59058	0.182645492	 54,236 	24.11045615	4.394680764	14.0949095	7754.29425	55659.30925	4676.99244	45907.36677	35907.29612	12407.22503
Shikoyang Group	SHIKH	ESD	Information Technology	0	0	0	684.844762	3016.653694	3027.619456	5.681461195	 46,657 	225.3589289	1.563359024	25.22723096	6322.825655	6556.689067	6122.143214	-1311.492977	-2025.785427	16.17347015
Bellaten Holdings	BELLF	ESD	Information Technology	0.099996778	0	0	4480.640772	1542.880976	-294.970903	7.697971846	 66,296 	256.9746441	13.58018189	28.75489951	8759.392082	11611.32398	13392.40369	3170.97391	3081.633364	5916.391057
Norlindor Group	NORLU	ESD	Utilities	3.334555509	0.512547221	3.66082121	5579.53878	1567.972915	2330.183135	5.6109296	 64,278 	79.7825054	-0.34216548	9.575541889	13200.32277	9468.654455	3614.9659	22052.68155	19233.36163	15753.43816
Gangefield Axis Corp	GANGZ	ESD	Real Estate	3.116730587	1.604623252	3.193935501	1950.236215	3260.497765	1600.574261	0.765875189	 87,528 	159.1855232	1.949001964	36.53691857	7030.246338	-3778.227107	3733.250719	24275.59302	9769.185016	8327.133203
Silveroaken Nova Group	SILVU	ESD	Financials	2.97482036	1.799861694	0.986869418	#N/A	#N/A	#N/A	1.377614911	 240,918 	103.7114038	2.110470983	#N/A	69887.77992	42811.28853	75549.20341	#N/A	#N/A	#N/A
Gangeryo Capital	GANGG	ESD	Energy	0.677646924	3.022651568	1.311794187	2936.782343	4454.364163	7103.319248	2.40703357	 146,719 	115.9428461	0.371420604	16.37124477	6827.364348	7091.741169	12808.51516	28386.83938	38183.06204	32292.59359
Silveroakos Ltd	SILVR	ESD	Consumer Staples	0.939199777	0.851648189	0.227985952	59119.28557	34133.98443	18531.88179	1.631444252	 615,107 	80.72263536	1.563656709	25.00143728	333661.7369	660900.1071	683747.723	43992.52779	48467.36392	7310.024488
Marcellis Systems	MARCZ	ESD	Industrials	0.964256148	0.533374789	1.365345735	3497.139486	6589.555453	6693.784628	9.733568518	 63,137 	229.2746269	0.242226801	21.12345576	18347.06845	24489.4714	24526.07476	14909.50791	16161.04048	8063.432713
Yamakari Capital	YAMA	ESD	Financials	0.353384334	0.692960761	0.543448378	#N/A	#N/A	#N/A	3.166608777	 23,677 	73.60569353	0.665746374	#N/A	15025.16312	6408.844127	6245.391819	#N/A	#N/A	4433.866086
Baoshka Industries	BAOSE	ESD	Consumer Discretionary	1.299499008	2.394449025	1.145551563	1562.381381	1401.323448	1895.892841	6.265048691	 37,575 	134.5317159	0.073965323	8.774159565	5287.970254	12309.00965	3361.676856	-97.49171261	414.1428972	-332.6569947
Nordhelmora Systems	NORDW	ESD	Health Care	0.986582056	0.525365862	0.100146629	728.3790436	1083.628453	749.8796042	9.347785236	 15,209 	174.7814542	2.565579741	21.64613865	2461.030999	2802.825267	3191.087232	-526.7770735	-1132.657958	#N/A
Eastbridgeos SA	EASTU	ESD	Financials	2.560345635	3.484921256	1.406160314	1915.927268	2119.513858	3599.696378	11.29030832	 32,927 	219.0876653	0.151634036	11.09617993	11783.27964	6206.394767	13399.43529	3543.280761	1909.014191	-152.5252293
Seormoto Jade Technologies	SEORT	ESD	Consumer Discretionary	0.552894336	0.622175604	0.515359886	2428.53151	1632.651389	390.2286107	3.104436545	 10,100 	146.3115132	1.847319345	15.08330292	6686.540282	4283.451839	3111.222896	7047.073192	10611.82676	10178.73373
Daesung Corp	DAES	ESD	Real Estate	1.196921879	1.512098331	3.36786348	1303.019353	1076.046213	3619.91449	0.195821841	 18,475 	20.41727493	0.785439633	25.31957896	4976.121144	-2551.660812	6465.894041	4722.611994	4349.66369	3526.005275
Riventis Partners	RIVEJ	ESD	Utilities	3.350996531	1.984032102	1.219998191	10121.07057	776.2188608	6289.578315	0.651609547	 12,540 	84.5368784	-0.898204467	4.064366989	12084.54139	20481.26842	15614.67914	14884.40694	15553.60192	28177.02141
Luminova Group	LUMIH	ESD	Energy	3.441122666	3.136650346	5.118005003	38008.9193	54645.21101	155240.2641	4.697508222	 780,760 	124.9826196	-0.441725907	6.11926588	312811.5434	467134.6908	262061.6067	9075.652365	13274.22153	48639.99062
Virelex Systems	VIREY	ESD	Industrials	1.129458006	1.231236627	1.467429933	1854.409309	1310.235036	1190.452418	4.641590511	 49,668 	162.5862742	-7.592690904	19.95184565	8596.411462	2468.104252	6472.333131	1241.554252	941.8239575	1619.740949
Celestren AG	CELEZ	ESD	Financials	0	0	0	1686.823315	1648.478843	748.0640373	2.447665651	 40,707 	88.93348362	8.241010853	9.340249773	25882.19854	23189.17959	21887.73159	-1547.603371	-840.8452365	-793.660922
Rheindara Holdings	RHEII	ESD	Consumer Discretionary	2.729785717	3.136899545	1.831226919	3637.007813	2964.415539	2377.129777	7.231327597	 34,742 	200.4490484	0.007792078	16.71659209	7291.85002	8770.214749	2859.928059	2989.984	8513.605586	14008.6709
